Date,QQQ Open,QQQ High,QQQ Low,QQQ Close,Call Symbol,Call Open,Call High,Call Low,Call Close,Put Symbol,Put Open,Put High,Put Low,Put Close,Straddle Open,Straddle Close
2025-01-07,525.59,525.99,513.28,515.18,O:QQQ250107C00526000,1.62,1.74,0.01,0.01,O:QQQ250107P00526000,1.87,12.56,1.82,9.9,3.49,9.91
2025-01-08,515.08,516.9199,510.57,515.27,O:QQQ250108C00515000,2.42,2.77,0.1,0.13,O:QQQ250108P00515000,2.32,4.7,0.01,0.07,4.74,0.2
2025-01-10,511.48,511.58,503.92,507.19,O:QQQ250110C00511000,2.71,2.75,0.01,0.01,O:QQQ250110P00511000,2.25,7.2,0.99,3.85,4.96,3.86
2025-01-13,501.2,506.02,499.7,505.56,O:QQQ250113C00501000,2.54,5.22,0.99,5.14,O:QQQ250113P00501000,2.36,3.02,0.01,0.01,4.9,5.15
2025-01-14,508.74,510.155,501.59,505.08,O:QQQ250114C00509000,2.34,2.74,0.01,0.01,O:QQQ250114P00509000,2.39,7.18,1.42,2.65,4.73,2.66
2025-01-15,513.03,517.85,511.46,516.7,O:QQQ250115C00513000,2.29,4.88,1.25,3.07,O:QQQ250115P00513000,2.21,3.03,0.01,0.01,4.5,3.08
2025-01-16,518.98,519.0599,512.95,513.08,O:QQQ250116C00519000,2.0,2.02,0.01,0.01,O:QQQ250116P00519000,2.05,7.6,1.62,6.6,4.05,6.61
2025-01-17,522.85,524.0733,513.1086,521.74,O:QQQ250117C00523000,1.91,1.94,0.01,0.01,O:QQQ250117P00523000,2.08,4.28,0.57,1.46,3.99,1.47
2025-01-21,524.48,525.97,520.06,524.8,O:QQQ250121C00524000,2.25,2.3,0.38,1.6,O:QQQ250121P00524000,1.76,4.22,0.01,0.01,4.01,1.61
2025-01-22,529.57,533.82,529.26,531.51,O:QQQ250122C00530000,1.23,3.93,1.05,1.08,O:QQQ250122P00530000,1.7,1.8,0.01,0.01,2.93,1.09
2025-01-23,529.04,532.76,528.45,532.64,O:QQQ250123C00529000,1.44,3.76,0.95,3.34,O:QQQ250123P00529000,1.45,1.77,0.01,0.01,2.89,3.35
2025-01-24,533.02,533.79,528.15,529.63,O:QQQ250124C00533000,1.48,1.75,0.01,0.01,O:QQQ250124P00533000,1.49,4.85,0.87,3.6,2.97,3.61
2025-01-27,511.0,517.99,510.15,514.21,O:QQQ250127C00511000,2.76,6.88,0.71,3.79,O:QQQ250127P00511000,2.49,2.92,0.01,0.01,5.25,3.8
2025-01-28,515.22,523.0,511.78,521.81,O:QQQ250128C00515000,2.43,8.0,0.96,6.6,O:QQQ250128P00515000,2.2,4.13,0.01,0.01,4.63,6.61
2025-01-29,522.46,522.59,516.8988,520.83,O:QQQ250129C00522000,3.06,3.06,0.01,0.05,O:QQQ250129P00522000,2.7,5.89,1.19,2.6,5.76,2.65
2025-01-30,523.71,526.095,518.21,523.05,O:QQQ250130C00524000,2.07,3.17,0.08,0.32,O:QQQ250130P00524000,2.32,5.98,0.34,1.0,4.39,1.32
2025-01-31,526.92,531.5178,521.19,522.29,O:QQQ250131C00527000,1.84,4.69,0.01,0.01,O:QQQ250131P00527000,1.96,5.72,0.13,5.0,3.8,5.01
2025-02-03,513.47,520.8496,511.05,518.11,O:QQQ250203C00513000,2.4,7.67,1.32,5.27,O:QQQ250203P00513000,2.37,3.26,0.01,0.01,4.77,5.28
2025-02-04,518.63,525.11,518.23,524.47,O:QQQ250204C00519000,2.3,6.28,2.09,4.17,O:QQQ250204P00519000,2.75,2.82,0.01,0.01,5.05,4.18
2025-02-05,521.82,527.01,520.62,526.85,O:QQQ250205C00522000,1.78,5.43,1.07,5.43,O:QQQ250205P00522000,2.01,2.51,0.01,0.01,3.79,5.44
2025-02-06,527.36,529.81,525.7413,529.6,O:QQQ250206C00527000,2.15,2.91,0.2,1.6,O:QQQ250206P00527000,1.76,2.21,0.02,0.04,3.91,1.64
2025-02-07,530.14,532.1,522.19,522.92,O:QQQ250207C00530000,1.76,3.02,0.01,0.01,O:QQQ250207P00530000,1.72,7.75,0.86,7.34,3.48,7.35
2025-02-10,527.22,530.3571,526.75,529.25,O:QQQ250210C00527000,1.75,3.65,1.49,1.78,O:QQQ250210P00527000,1.52,1.8,0.01,0.01,3.27,1.79
2025-02-11,525.96,529.92,525.83,527.99,O:QQQ250211C00526000,1.74,4.05,1.01,1.6,O:QQQ250211P00526000,1.78,1.78,0.01,0.01,3.52,1.61
2025-02-12,522.3,529.19,521.95,528.3,O:QQQ250212C00522000,2.27,7.18,2.0,7.18,O:QQQ250212P00522000,1.95,2.04,0.01,0.01,4.22,7.19
2025-02-13,529.98,536.22,529.19,535.9,O:QQQ250213C00530000,1.7,6.17,1.5,5.26,O:QQQ250213P00530000,1.78,2.28,0.01,0.01,3.48,5.27
2025-02-14,536.005,538.84,535.67,538.15,O:QQQ250214C00536000,1.58,2.78,0.77,2.51,O:QQQ250214P00536000,1.51,1.78,0.01,0.01,3.09,2.52
